"Date_ID","Lab_ID","Other_Lab_ID","Problems","CRA","Error","DC13","DC13_Error","Date_Method","Calibration_Curve","Local_Reservoir_14Cyr","Local_Reservoir_14Cyr_Error","Material","Species","Site_ID","Phase_ID","Phase_by_Excavator","Site_Context","Sample_ID","Notes"
"UOC-2923","UOC-2923",NULL,NULL,7278,46,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ034","DZ034-3","yes","Unit IIIb - G20 #131, 92 bd",NULL,NULL
"UOC-2924","UOC-2924",NULL,NULL,7829,46,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ034","DZ034-2","yes","Unit IV - G20 #392, 126 bd",NULL,NULL
"UOC-2925","UOC-2925",NULL,NULL,7787,48,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ034","DZ034-2","yes","Unit IV - G20 #479, 139 bd",NULL,NULL
"UOC-2927","UOC-2927",NULL,NULL,8267,41,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ034","DZ034-1","yes","Unit V (2a-2b) - T20-5 210-220 bd",NULL,NULL
"L-133","L-133",NULL,NULL,7000,200,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ019","DZ019-1","no","Base section Q",NULL,NULL
"MC-625","MC-625",NULL,NULL,7090,110,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ019","DZ019-1","no","Artificial cut 3 section L",NULL,NULL
"MC-626","MC-626",NULL,NULL,7070,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ019","DZ019-1","no","Artificial cut 4 section Q",NULL,NULL
"MC-627","MC-627",NULL,NULL,7000,110,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ019","DZ019-1","no","Artificial cut 5 section O",NULL,NULL
"MC-628","MC-628",NULL,NULL,7280,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ019","DZ019-1","no","Artificial cut 6 section Q",NULL,NULL
"MC-629","MC-629",NULL,NULL,7090,110,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ019","DZ019-1","no","Artificial cut 4 section Q",NULL,NULL
"WIS-2067","WIS-2067",NULL,NULL,7170,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ035","DZ035-2","no",NULL,NULL,NULL
"NoLabID-02",NULL,"L Lab","NoLabID",7300,200,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ035","DZ035-2","no",NULL,NULL,NULL
"L-204B","L-204B",NULL,NULL,7200,230,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ035","DZ035-2","no","90-100 cm",NULL,NULL
"Poz-92304","Poz-92304",NULL,NULL,7680,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ035","DZ035-1","no",NULL,NULL,NULL
"Poz-92302","Poz-92302",NULL,NULL,6940,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ035","DZ035-3","no",NULL,NULL,NULL
"MC-283","MC-283",NULL,NULL,9180,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","DZ046","DZ046-4","yes","Level 1",NULL,NULL
"ALG-17","ALG-17",NULL,NULL,7300,300,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","DZ046","DZ046-4","yes","Level 1, A-2",NULL,NULL
"ALG-22","ALG-22",NULL,"ErrorConflict",7000,280,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","DZ046","DZ046-3","yes","Level 2",NULL,"Camps et al. 1973 and Camps 1974 report the error as ±300. Lubell et al. 1991 report the error as ±120 but it is not correct"
"ALG-23","ALG-23",NULL,NULL,6980,275,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","DZ046","DZ046-3","yes","Level 2",NULL,NULL
"MC-281","MC-281",NULL,NULL,7920,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","DZ046","DZ046-2","yes","Level 3",NULL,NULL
"Gif-1379","Gif-1379",NULL,NULL,7850,170,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","DZ046","DZ046-2","yes","Level 3",NULL,NULL
"ALG-59","ALG-59",NULL,NULL,6725,155,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","DZ046","DZ046-2","yes","Level 3",NULL,NULL
"ALG-46","ALG-46",NULL,NULL,7270,165,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","DZ046","DZ046-1","yes","Level 5",NULL,NULL
"Gif-1381","Gif-1381",NULL,NULL,6540,300,NULL,NULL,NULL,"IntCal13",NULL,NULL,"burnt bone (undetermined)",NULL,"DZ046","DZ046-1","yes","Level 5, C-10",NULL,"The date is always published in BC"
"Gif-1382","Gif-1382",NULL,NULL,6300,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"burnt bone (undetermined)",NULL,"DZ046","DZ046-1","yes","Level 5, C-11",NULL,"The date is always published in uncal. BC; in Vernet and Aumassip it is in uncal. BP"
"ALG-62","ALG-62",NULL,NULL,4360,130,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-1","yes","J3j, Occupation IV, 125-140 cm",NULL,"W series dates reported by Roubet 1979 as in error"
"Gif-1383","Gif-1383",NULL,NULL,5740,140,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-3","yes","B3, Occupation II, 295-300 cm",NULL,NULL
"Gif-1384","Gif-1384",NULL,NULL,5400,140,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-2","yes","B1f, Occupation III, 100-110 cm (deposit 7)",NULL,NULL
"Gif-1385","Gif-1385",NULL,NULL,5380,140,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-2","yes","A1h, Occupation III, 162 cm (deposit 8)",NULL,NULL
"Gif-1386","Gif-1386",NULL,NULL,5900,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-3","yes","A1h, Occupation II, 200 cm",NULL,NULL
"W-2531","W-2531",NULL,NULL,4900,250,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-1","yes","B3af, Occupation IV, 42-45 cm",NULL,"W series dates reported by Roubet 1979 as in error"
"W-2532","W-2532",NULL,"ErrorConflict",5900,250,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-1","yes","B3b, Occupation IV, 82-85 cm",NULL,"In Roubet 2006 the error is reported as ±150 but it is wrong. W series dates reported by Roubet 1979 as in error"
"W-2533","W-2533",NULL,NULL,5950,250,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-1","yes","120-125 cm",NULL,"The date seems reported only in Lubell et al. 1991"
"ALG-30","ALG-30",NULL,NULL,4340,200,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-1","yes","D3f, Occupation IV, 35-40 cm",NULL,NULL
"ALG-37","ALG-37",NULL,NULL,6530,250,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-4","yes","Occupation I, 314-317 cm",NULL,NULL
"ALG-50","ALG-50",NULL,NULL,4670,130,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ014","DZ014-1","yes","B3af, Occupation IV, 62-65 cm",NULL,NULL
"ALG-4","ALG-4",NULL,"ErrorConflict",12450,480,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ051","DZ051-4","no","Upper layer, 30-50 cm","1-98","Camps 1968, Camps et al. 1973 and Camps 1974 report the error as ±400"
"ALG-5","ALG-5",NULL,NULL,10350,375,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ051","DZ051-4","no","Upper layer, 0-30 cm","2-99",NULL
"Poz-92339","Poz-92339",NULL,NULL,7680,60,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ057","DZ057-1","unique","(#25090)",NULL,NULL
"Beta-171175","Beta-171175",NULL,NULL,8150,40,"-9,0",NULL,"AMS","IntCal13",NULL,NULL,"eggshell","Struthio camelus","DZ050","DZ050-1","no","Level 2; LMA-25957-A",NULL,NULL
"Poz-92337","Poz-92337",NULL,NULL,7070,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ050","DZ050-2","no","level 1",NULL,NULL
"Poz-92338","Poz-92338",NULL,NULL,7150,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ050","DZ050-2","no","level 2",NULL,NULL
"Gif-12655","Gif-12655","SacA-23883",NULL,5250,35,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-3","yes","Sector 2, Square L48, Layer 11, AU2 (-124 cm)",NULL,NULL
"Gif-12656","Gif-12656","SacA-23884",NULL,5260,30,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-3","yes","Sector 2, Square L48, Layer 11, AU2 (-132 cm)",NULL,NULL
"Gif-12879","Gif-12879","SacA-29729",NULL,4210,35,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-5","no","Sector 3, Square F37 (-15 cm)",NULL,NULL
"Gif-12877","Gif-12877","SacA-29727",NULL,5210,30,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-3","yes","Sector 3, Square H34 (or H35), Layer 11, AU2 (-32 cm)",NULL,NULL
"Gif-12880","Gif-12880","SacA-29730",NULL,5280,30,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-3","yes","Sector 3, Square F37, Layer 11, AU2 (-90 cm)",NULL,NULL
"Gif-12878","Gif-12878","SacA-29728",NULL,5995,40,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-1","yes","Sector 3, Square H34 (or H35), Layer 13, AU1 (-160 cm)",NULL,NULL
"SacA-39410","SacA-39410",NULL,NULL,4020,30,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-6","yes","Sector 2, Square N48, Layer 7, AU4 (-84 cm)",NULL,NULL
"SacA-39411","SacA-39411",NULL,NULL,3975,30,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-6","yes","Sector 2, Square N48, Layer 7, AU4 (-86 cm)",NULL,NULL
"SacA-39409","SacA-39409",NULL,NULL,3945,30,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-6","yes","Sector 2, Square M48, Layer 7, AU4 (-91 cm)",NULL,NULL
"SacA-36982","SacA-36982",NULL,NULL,4355,30,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-5","yes","Sector 2, Square N47, Layer 9, AU3 (-108 cm)",NULL,NULL
"SacA-36981","SacA-36981",NULL,NULL,6120,35,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-1","yes","Sector 2, Square M47, Layer 13, AU1 (-147 cm)",NULL,NULL
"SacA-41908","SacA-41908",NULL,NULL,6130,35,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-1","yes","Sector 3, Square F36, Layer 13, AU1 (-190 cm)",NULL,NULL
"SacA-39413","SacA-39413",NULL,NULL,5625,30,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"DZ029","DZ029-2","no",NULL,NULL,NULL
"Ly-3657","Ly-3657",NULL,NULL,4630,130,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Bos taurus","DZ029","DZ029-4","no",NULL,NULL,NULL
"Gif-5116","Gif-5116",NULL,NULL,6810,330,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (undetermined)",NULL,"DZ042","DZ042-2","no",NULL,NULL,NULL
"Gif-882","Gif-882",NULL,NULL,10190,230,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ042","DZ042-1","no",NULL,NULL,NULL
"ALG-40","ALG-40",NULL,NULL,7760,190,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)",NULL,"DZ015","DZ015-1","unique",NULL,NULL,"Ben Moussa 2008 reports material as charcoal but it is not correct"
"Gif-1590","Gif-1590",NULL,NULL,7850,170,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ027","DZ027-1","no","F13 k1 (depth 90-100 cm)",NULL,NULL
"Gif-1591","Gif-1591",NULL,NULL,7850,170,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ027","DZ027-1","no","C13 f2 (depth 40-50 cm)",NULL,NULL
"Gif-1592","Gif-1592",NULL,NULL,7400,170,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ027","DZ027-1","no","G13 g2 (depth 50-60 cm)",NULL,NULL
"Gif-1593","Gif-1593",NULL,NULL,6700,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ027","DZ027-1","no","L13 e2 (depth 30-40 cm)",NULL,NULL
"Gif-463","Gif-463",NULL,NULL,6680,300,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ011","DZ011-1","unique",NULL,NULL,NULL
"TO-12195","TO-12195",NULL,NULL,7890,100,"-19,06",NULL,NULL,"IntCal13",NULL,NULL,"human collagen","Homo sapiens","DZ001","DZ001-1","no","Skeleton 3A-2",NULL,NULL
"TO-12196","TO-12196",NULL,NULL,3090,160,"-23,99",NULL,NULL,"IntCal13",NULL,NULL,"human collagen","Homo sapiens","DZ001","DZ001-6","no","Skeleton 3A-7",NULL,NULL
"SMU-1132","SMU-1132",NULL,NULL,7330,390,"-23,8",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ001","DZ001-3","no","Trench A - Level III",NULL,"Lubell et al. 1991 report the date as 7730±390 but it is wrong. Sample collected by Pond in 1930; Shellac contamination (Haas 1987)"
"SMU-1135","SMU-1135",NULL,NULL,7780,250,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ001","DZ001-2","no","Trench A, Level IV",NULL,NULL
"UOC-0422","UOC-0422","B1415-478-001",NULL,8043,58,"-19,48",NULL,NULL,"IntCal13",NULL,NULL,"bone - rib (human)","Homo sapiens","DZ001","DZ001-1","no",NULL,"3A-7.01",NULL
"UOC-0423","UOC-0423","B1415-478-002",NULL,8024,55,"-19,36",NULL,NULL,"IntCal13",NULL,NULL,"bone - rib (human)","Homo sapiens","DZ001","DZ001-1","no",NULL,"3A-7.01 UF",NULL
"UOC-0424","UOC-0424","B1415-478-003",NULL,7812,57,"-20,49",NULL,NULL,"IntCal13",NULL,NULL,"bone (undetermined)",NULL,"DZ001","DZ001-1","no",NULL,"3A-7.04",NULL
"UOC-0425","UOC-0425",NULL,NULL,6940,708,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (undetermined)",NULL,"DZ001","DZ001-4","no",NULL,"3A-7.05",NULL
"UOC-0426","UOC-0426",NULL,NULL,3435,416,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone - rib (human)","Homo sapiens","DZ001","DZ001-5","no",NULL,"3A-4.01 UF",NULL
"Poz-92382","Poz-92382",NULL,NULL,7440,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ001","DZ001-3","no","A 1  (#26072)",NULL,NULL
"Poz-92333","Poz-92333",NULL,NULL,7420,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ001","DZ001-3","no","A 1  (#26072)",NULL,NULL
"Poz-92383","Poz-92383",NULL,NULL,7350,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ001","DZ001-3","no","A 2nd level  (#26083)",NULL,NULL
"Poz-92334","Poz-92334",NULL,NULL,7340,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ001","DZ001-3","no","A 2nd level  (#26085)",NULL,NULL
"Poz-92351","Poz-92351",NULL,NULL,7580,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ001","DZ001-2","no","A 3rd level  (#26130)",NULL,NULL
"Poz-92384","Poz-92384",NULL,NULL,7810,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ001","DZ001-1","no","A 3rd level  (#26131)",NULL,NULL
"Poz-92335","Poz-92335",NULL,NULL,7890,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ001","DZ001-1","no","A 4th level  (#26159)",NULL,NULL
"Poz-92330","Poz-92330",NULL,NULL,7840,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ001","DZ001-1","no","A 4th level  (#26163)",NULL,NULL
"Poz-92336","Poz-92336",NULL,NULL,7990,40,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ001","DZ001-1","no","A 5th level  (#26187)",NULL,NULL
"Poz-92331","Poz-92331",NULL,NULL,7710,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ001","DZ001-2","no","A 5th level  (#26187)",NULL,NULL
"Poz-92230","Poz-92230",NULL,NULL,3500,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ058","DZ058-3","no","(#10312)",NULL,NULL
"Poz-92231","Poz-92231",NULL,NULL,6600,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ058","DZ058-1","no","(#10703)",NULL,NULL
"Poz-92232","Poz-92232",NULL,NULL,6250,130,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ058","DZ058-2","no","Level 3 (#10301/3)",NULL,NULL
"Beta-440011","Beta-440011",NULL,NULL,7310,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ059","DZ059-1","no","lower (#25319)",NULL,NULL
"Poz-92379","Poz-92379",NULL,NULL,7200,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ059","DZ059-2","no","lower (#25319)",NULL,NULL
"Beta-440010","Beta-440010",NULL,NULL,7360,40,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ059","DZ059-1","no","middle (#25343)",NULL,NULL
"Beta-440009","Beta-440009",NULL,NULL,7440,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ059","DZ059-1","no","middle (#25357)",NULL,NULL
"Poz-92380","Poz-92380",NULL,NULL,7090,40,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ059","DZ059-2","no","summit (#25201)",NULL,NULL
"Beta-440007","Beta-440007",NULL,NULL,7450,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","DZ059","DZ059-1","no","upper (#25365)",NULL,NULL
"Beta-440008","Beta-440008",NULL,NULL,6550,40,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","DZ059","DZ059-3","no","upper (#25365)",NULL,NULL
"Beta-440006","Beta-440006",NULL,NULL,7390,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ059","DZ059-1","no","upper (#25372)",NULL,NULL
"UGAMS-28902","UGAMS-28902",NULL,NULL,8680,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone bioapatite",NULL,"DZ060","DZ060-3","no","ST-TR2-19H (-15/-20 under paving)",NULL,NULL
"UGAMS-28901","UGAMS-28901",NULL,NULL,8800,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (burned) bioapatite",NULL,"DZ060","DZ060-3","no","ST-TR2-19H (-25/-30 under paving)",NULL,NULL
"Beta-450252","Beta-450252",NULL,NULL,6860,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ060","DZ060-4","no","ST-TR2-19H (-25/-30 under paving)",NULL,NULL
"UGAMS-28900","UGAMS-28900",NULL,NULL,11390,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone bioapatite",NULL,"DZ060","DZ060-1","no","ST-TR2-19H (-30/-35 under paving)",NULL,NULL
"UGAMS-28903","UGAMS-28903",NULL,NULL,9590,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (burned) collagen",NULL,"DZ060","DZ060-2","no","ST-TR2-19H (-5/-10 under paving)",NULL,NULL
"UGAMS-28906","UGAMS-28906",NULL,NULL,8640,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (burned) bioapatite",NULL,"DZ060","DZ060-3","no","ST-TR2-19H (+5/+15 earth above paving)",NULL,NULL
"UGAMS-28904","UGAMS-28904",NULL,NULL,8820,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone bioapatite",NULL,"DZ060","DZ060-3","no","ST-TR2-19H (0/-5 under paving)",NULL,NULL
"UGAMS-28905","UGAMS-28905",NULL,NULL,6890,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone bioapatite",NULL,"DZ060","DZ060-4","no","ST-TR2-19H (0/+5 above paving)",NULL,NULL
"MC-910a","MC-910a",NULL,NULL,4160,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ028","DZ028-3","no","upper layer",NULL,NULL
"MC-910b","MC-910b",NULL,NULL,4190,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ028","DZ028-3","no","upper layer",NULL,NULL
"MC-911","MC-911",NULL,NULL,4730,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ028","DZ028-1","no","lower layer",NULL,NULL
"MC-912","MC-912",NULL,NULL,4570,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ028","DZ028-1","no","lower layer",NULL,NULL
"MC-914","MC-914",NULL,NULL,4340,200,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (undetermined)",NULL,"DZ028","DZ028-2","no",NULL,NULL,NULL
"ALG-54","ALG-54",NULL,NULL,2400,105,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ013","DZ013-1","unique",NULL,NULL,NULL
"I-7692 (?)","I-7692 (?)",NULL,NULL,7340,115,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ056","DZ056-2","no",NULL,NULL,NULL
"I-7694 (?)","I-7694 (?)",NULL,NULL,7690,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","DZ056","DZ056-1","no",NULL,NULL,NULL
"I-9833","I-9833",NULL,NULL,2270,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (undetermined)",NULL,"DZ054","DZ054-4","no","±10 m upstream from Balla's section and 2.1 m below Roman age deposit",NULL,NULL
"I-9834","I-9834",NULL,NULL,4685,95,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (undetermined)",NULL,"DZ054","DZ054-3","no","marsch deposits ±50 m downstream from Balla's section",NULL,NULL
"I-7963","I-7963",NULL,NULL,5830,95,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (undetermined)",NULL,"DZ054","DZ054-2","no","marsch deposits at Balla's section",NULL,NULL
"SMU-655","SMU-655",NULL,NULL,11588,99,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ054","DZ054-1","no","in situ Hearth A ±200 m upstream from Balla's section in higher (older) terrace",NULL,"Lubell 1984 reports the date as 11619±109 BP but it is not correct"
"SMU-738","SMU-738",NULL,NULL,11870,286,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ054","DZ054-1","no","Hearth B",NULL,NULL
"SMU-688","SMU-688",NULL,"Temp",6957,69,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (undetermined)",NULL,"DZ055","DZ055-1","unique","marsch deposits exposed in tributary to Wadi Télidjène",NULL,NULL
"Gif-4433","Gif-4433",NULL,NULL,10040,190,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","DZ025","DZ025-1","unique","0-42 cm (?)",NULL,NULL
"ALG-41","ALG-41",NULL,NULL,2630,105,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shells (undetermined)",NULL,"DZ053","DZ053-1","unique",NULL,NULL,NULL
"Gif-2110","Gif-2110",NULL,NULL,11340,220,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ052","DZ052-1","unique","Layer 4",NULL,NULL
"ALG-21","ALG-21",NULL,NULL,2170,155,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charred wood",NULL,"DZ041","DZ041-1","no",NULL,NULL,NULL
"Gif-1671","Gif-1671",NULL,NULL,2270,110,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charred wood",NULL,"DZ041","DZ041-1","no",NULL,NULL,NULL
"GaK-1296","GaK-1296",NULL,NULL,3680,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ006","DZ006-1","unique",NULL,NULL,NULL
"GaK-1297a","GaK-1297a",NULL,NULL,5470,180,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ007","DZ007-1","unique",NULL,NULL,NULL
"KN-4094","KN-4094",NULL,NULL,7610,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"DZ026","DZ026-1","unique",NULL,NULL,NULL
"HV-5623","HV-5623",NULL,NULL,10100,450,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone collagen (undetermined)",NULL,"DZ033","DZ033-1","unique",NULL,NULL,NULL
"ALG-35","ALG-35",NULL,NULL,5550,225,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)",NULL,"DZ038","DZ038-1","unique",NULL,NULL,NULL
"ALG-38","ALG-38",NULL,NULL,7530,170,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ030","DZ030-1","unique",NULL,NULL,NULL
"ALG-49","ALG-49",NULL,NULL,6680,175,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"DZ031","DZ030-2","unique",NULL,NULL,NULL
"I-9832","I-9832",NULL,NULL,7280,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)",NULL,"DZ043","DZ043-1","unique","120-125 cm",NULL,NULL
"I-4129","I-4129",NULL,NULL,7140,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (freshwater)","Pila","EG013","EG013-1","unique",NULL,NULL,NULL
"I-4128","I-4128",NULL,NULL,8100,130,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG014","EG014-1","unique",NULL,NULL,NULL
